video,prompt,vace_reference_image,poses,depth,original_pose_height,original_pose_width
ModularVictorianCity/ModularVictorianCity_ep1_2025-11-22-18-39-00/rgb.mp4,"A quiet urban street at dusk, lined with cobblestone paths, illuminated by streetlights casting a warm glow. The scene features historic-style buildings with arched windows and storefronts, some lit up with colorful signs. Trees and benches add to the tranquil atmosphere as leaves gently fall from the trees, enhancing the serene ambiance of the evening.",ModularVictorianCity/ModularVictorianCity_ep1_2025-11-22-18-39-00/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep1_2025-11-22-18-39-00/pose.json,ModularVictorianCity/ModularVictorianCity_ep1_2025-11-22-18-39-00/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep20_2025-11-22-22-37-29/rgb.mp4,"A picturesque urban street at dusk, featuring cobblestone pavements, illuminated storefronts with colorful awnings, and tall buildings with lit windows. The scene transitions through different times of day, from twilight to dawn, showcasing a serene and empty cityscape with falling leaves and distant hills.",ModularVictorianCity/ModularVictorianCity_ep20_2025-11-22-22-37-29/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep20_2025-11-22-22-37-29/pose.json,ModularVictorianCity/ModularVictorianCity_ep20_2025-11-22-22-37-29/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep21_2025-11-22-22-49-29/rgb.mp4,"A picturesque urban street lined with cobblestone paths, palm trees, and modern buildings, set against a backdrop of distant mountains under a clear blue sky, creating a serene and inviting atmosphere.",ModularVictorianCity/ModularVictorianCity_ep21_2025-11-22-22-49-29/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep21_2025-11-22-22-49-29/pose.json,ModularVictorianCity/ModularVictorianCity_ep21_2025-11-22-22-49-29/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep22_2025-11-22-23-03-25/rgb.mp4,"A quiet urban street at dusk, lined with cobblestone paths, illuminated by streetlights, and featuring classic European-style buildings with lit windows. The sky transitions from warm orange hues to deep purples as the sun sets, creating a serene and picturesque evening ambiance.",ModularVictorianCity/ModularVictorianCity_ep22_2025-11-22-23-03-25/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep22_2025-11-22-23-03-25/pose.json,ModularVictorianCity/ModularVictorianCity_ep22_2025-11-22-23-03-25/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep23_2025-11-22-23-15-26/rgb.mp4,"A quiet urban street at night, illuminated by streetlights and colorful storefronts, with falling leaves creating a serene autumnal atmosphere as the sky transitions from dusk to dawn.",ModularVictorianCity/ModularVictorianCity_ep23_2025-11-22-23-15-26/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep23_2025-11-22-23-15-26/pose.json,ModularVictorianCity/ModularVictorianCity_ep23_2025-11-22-23-15-26/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep24_2025-11-22-23-27-09/rgb.mp4,"A picturesque urban street lined with historic buildings, illuminated by warm streetlights, and adorned with autumn leaves falling gently from the trees, creating a tranquil evening ambiance.",ModularVictorianCity/ModularVictorianCity_ep24_2025-11-22-23-27-09/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep24_2025-11-22-23-27-09/pose.json,ModularVictorianCity/ModularVictorianCity_ep24_2025-11-22-23-27-09/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep25_2025-11-22-23-40-34/rgb.mp4,"A cobblestone street lined with historic buildings and colorful storefronts, transitioning from day to night, with falling leaves adding a touch of autumnal charm.",ModularVictorianCity/ModularVictorianCity_ep25_2025-11-22-23-40-34/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep25_2025-11-22-23-40-34/pose.json,ModularVictorianCity/ModularVictorianCity_ep25_2025-11-22-23-40-34/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep26_2025-11-22-23-53-44/rgb.mp4,"A quiet urban street at dusk transitions into night, featuring cobblestone sidewalks, illuminated street lamps, and modern buildings with glowing windows. Trees line the streets, and a bus stop with a bench is visible, creating a calm, almost cinematic atmosphere as the sky darkens.",ModularVictorianCity/ModularVictorianCity_ep26_2025-11-22-23-53-44/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep26_2025-11-22-23-53-44/pose.json,ModularVictorianCity/ModularVictorianCity_ep26_2025-11-22-23-53-44/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep27_2025-11-23-00-04-43/rgb.mp4,"A quiet urban street at dusk, lined with tall buildings and illuminated storefronts, transitioning into a serene waterfront with distant mountains and a calm sky.",ModularVictorianCity/ModularVictorianCity_ep27_2025-11-23-00-04-43/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep27_2025-11-23-00-04-43/pose.json,ModularVictorianCity/ModularVictorianCity_ep27_2025-11-23-00-04-43/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep28_2025-11-23-00-17-00/rgb.mp4,"A picturesque urban street lined with historic buildings, illuminated by warm streetlights, featuring cobblestone pavements and autumn leaves scattered across the ground, creating a tranquil evening ambiance.",ModularVictorianCity/ModularVictorianCity_ep28_2025-11-23-00-17-00/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep28_2025-11-23-00-17-00/pose.json,ModularVictorianCity/ModularVictorianCity_ep28_2025-11-23-00-17-00/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep29_2025-11-23-00-30-32/rgb.mp4,"A quiet urban street at dusk, lined with tall buildings and illuminated by streetlights, with autumn leaves gently falling from the trees, creating a serene and picturesque evening atmosphere.",ModularVictorianCity/ModularVictorianCity_ep29_2025-11-23-00-30-32/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep29_2025-11-23-00-30-32/pose.json,ModularVictorianCity/ModularVictorianCity_ep29_2025-11-23-00-30-32/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep2_2025-11-22-18-51-54/rgb.mp4,"A quiet urban street at night, lined with illuminated storefronts and palm trees, featuring a bench under a shelter and a calm, starry sky transitioning into dawn.",ModularVictorianCity/ModularVictorianCity_ep2_2025-11-22-18-51-54/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep2_2025-11-22-18-51-54/pose.json,ModularVictorianCity/ModularVictorianCity_ep2_2025-11-22-18-51-54/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep30_2025-11-23-00-43-12/rgb.mp4,"A tranquil urban street at night, illuminated by streetlights and building lights, with falling leaves adding a touch of autumnal charm. The scene transitions from a dimly lit area near a waterfront to a more illuminated section with colorful storefronts and tall buildings, capturing the essence of a quiet city evening.",ModularVictorianCity/ModularVictorianCity_ep30_2025-11-23-00-43-12/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep30_2025-11-23-00-43-12/pose.json,ModularVictorianCity/ModularVictorianCity_ep30_2025-11-23-00-43-12/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep31_2025-11-23-00-54-41/rgb.mp4,"A picturesque urban street lined with historic buildings, illuminated by warm streetlights at dusk, transitioning into a serene daytime view with falling leaves and a distant mountain range, creating a tranquil cityscape.",ModularVictorianCity/ModularVictorianCity_ep31_2025-11-23-00-54-41/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep31_2025-11-23-00-54-41/pose.json,ModularVictorianCity/ModularVictorianCity_ep31_2025-11-23-00-54-41/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep32_2025-11-23-01-07-47/rgb.mp4,"A picturesque urban street lined with cobblestone paths, palm trees, and historic buildings, transitioning from day to dusk with falling leaves creating a serene autumnal atmosphere.",ModularVictorianCity/ModularVictorianCity_ep32_2025-11-23-01-07-47/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep32_2025-11-23-01-07-47/pose.json,ModularVictorianCity/ModularVictorianCity_ep32_2025-11-23-01-07-47/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep33_2025-11-23-01-21-09/rgb.mp4,"A quiet urban street at night, illuminated by streetlights and building lights, with a bench and bus stop shelter under a starry sky, surrounded by trees and distant hills.",ModularVictorianCity/ModularVictorianCity_ep33_2025-11-23-01-21-09/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep33_2025-11-23-01-21-09/pose.json,ModularVictorianCity/ModularVictorianCity_ep33_2025-11-23-01-21-09/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep34_2025-11-23-01-32-17/rgb.mp4,"A quiet urban street at night, lined with illuminated buildings, street lamps, and benches, with a backdrop of a mountainous horizon and a starry sky transitioning into dawn.",ModularVictorianCity/ModularVictorianCity_ep34_2025-11-23-01-32-17/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep34_2025-11-23-01-32-17/pose.json,ModularVictorianCity/ModularVictorianCity_ep34_2025-11-23-01-32-17/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep35_2025-11-23-01-43-29/rgb.mp4,"A picturesque urban street lined with historic buildings, illuminated by streetlights, featuring colorful storefronts and autumn leaves scattered across the cobblestone pavement, creating a tranquil evening ambiance.",ModularVictorianCity/ModularVictorianCity_ep35_2025-11-23-01-43-29/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep35_2025-11-23-01-43-29/pose.json,ModularVictorianCity/ModularVictorianCity_ep35_2025-11-23-01-43-29/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep36_2025-11-23-01-56-41/rgb.mp4,"A quiet urban street at dusk, lined with cobblestone paths, benches, and illuminated buildings, with falling leaves adding a touch of autumnal charm as the sky transitions from blue to orange.",ModularVictorianCity/ModularVictorianCity_ep36_2025-11-23-01-56-41/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep36_2025-11-23-01-56-41/pose.json,ModularVictorianCity/ModularVictorianCity_ep36_2025-11-23-01-56-41/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep37_2025-11-23-02-09-16/rgb.mp4,"A quiet urban street at night, illuminated by streetlights and colorful storefronts, with a calm atmosphere and a distant view of mountains under a starry sky.",ModularVictorianCity/ModularVictorianCity_ep37_2025-11-23-02-09-16/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep37_2025-11-23-02-09-16/pose.json,ModularVictorianCity/ModularVictorianCity_ep37_2025-11-23-02-09-16/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep38_2025-11-23-02-20-55/rgb.mp4,"A tranquil urban street at dusk, featuring a bus stop with a bench, surrounded by cobblestone pavement, trees, and distant buildings, transitioning into a bright, sunny day with falling leaves and a view of a cityscape against a backdrop of mountains.",ModularVictorianCity/ModularVictorianCity_ep38_2025-11-23-02-20-55/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep38_2025-11-23-02-20-55/pose.json,ModularVictorianCity/ModularVictorianCity_ep38_2025-11-23-02-20-55/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep39_2025-11-23-02-33-50/rgb.mp4,"A picturesque urban street lined with historic buildings, illuminated by warm streetlights, and adorned with autumn leaves scattered across the cobblestone pavement. Palm trees and leafy trees add a touch of nature amidst the cityscape, with a distant mountain range providing a scenic backdrop as the sky transitions from day to dusk.",ModularVictorianCity/ModularVictorianCity_ep39_2025-11-23-02-33-50/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep39_2025-11-23-02-33-50/pose.json,ModularVictorianCity/ModularVictorianCity_ep39_2025-11-23-02-33-50/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep3_2025-11-22-19-03-46/rgb.mp4,"A picturesque urban street transitions from night to day, showcasing illuminated storefronts with colorful awnings and a cobblestone sidewalk lined with trees. As the scene shifts to daylight, the street is bathed in natural light, revealing a scenic backdrop of mountains and a waterfront, with falling leaves adding a touch of autumnal charm.",ModularVictorianCity/ModularVictorianCity_ep3_2025-11-22-19-03-46/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep3_2025-11-22-19-03-46/pose.json,ModularVictorianCity/ModularVictorianCity_ep3_2025-11-22-19-03-46/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep40_2025-11-23-02-47-31/rgb.mp4,"A tranquil urban street at dusk transitions into night, featuring cobblestone pavements, street lamps casting warm light, and modern buildings with illuminated windows. The background showcases distant hills and a calm waterfront, creating a serene and picturesque cityscape.",ModularVictorianCity/ModularVictorianCity_ep40_2025-11-23-02-47-31/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep40_2025-11-23-02-47-31/pose.json,ModularVictorianCity/ModularVictorianCity_ep40_2025-11-23-02-47-31/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep41_2025-11-23-02-59-18/rgb.mp4,"A quiet urban street at night, illuminated by streetlights and building lights, with a bench and bus stop shelter, transitioning into a view of distant mountains and a calm waterfront as the sky turns pinkish-orange during dawn.",ModularVictorianCity/ModularVictorianCity_ep41_2025-11-23-02-59-18/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep41_2025-11-23-02-59-18/pose.json,ModularVictorianCity/ModularVictorianCity_ep41_2025-11-23-02-59-18/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep42_2025-11-23-03-10-53/rgb.mp4,"A picturesque urban street lined with historic buildings, featuring colorful storefronts and a cobblestone sidewalk scattered with autumn leaves. The scene transitions from dusk to dawn, showcasing illuminated street lamps and a serene atmosphere with falling leaves and distant mountains in the background.",ModularVictorianCity/ModularVictorianCity_ep42_2025-11-23-03-10-53/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep42_2025-11-23-03-10-53/pose.json,ModularVictorianCity/ModularVictorianCity_ep42_2025-11-23-03-10-53/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep43_2025-11-23-03-24-21/rgb.mp4,"A quiet urban street at dusk, featuring cobblestone pavements, illuminated bus shelters, and historic-style buildings with arched windows. The scene transitions from day to night, showcasing a serene environment with falling leaves and distant mountains silhouetted against a twilight sky.",ModularVictorianCity/ModularVictorianCity_ep43_2025-11-23-03-24-21/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep43_2025-11-23-03-24-21/pose.json,ModularVictorianCity/ModularVictorianCity_ep43_2025-11-23-03-24-21/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep44_2025-11-23-03-37-07/rgb.mp4,"A tranquil urban street at dusk transitions into night, featuring cobblestone paths, illuminated street lamps, and colorful storefronts with glowing signs. Trees line the sidewalks, and a distant mountain silhouette is visible against the twilight sky, creating a serene and picturesque cityscape.",ModularVictorianCity/ModularVictorianCity_ep44_2025-11-23-03-37-07/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep44_2025-11-23-03-37-07/pose.json,ModularVictorianCity/ModularVictorianCity_ep44_2025-11-23-03-37-07/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep45_2025-11-23-03-48-37/rgb.mp4,"A picturesque urban street at dusk transitions into dawn, featuring cobblestone pavements, illuminated storefronts with colorful awnings, and a serene riverside lined with trees and distant mountains. The scene captures the quiet beauty of a city waking up, with the warm glow of streetlights and building lights contrasting against the soft hues of the sky.",ModularVictorianCity/ModularVictorianCity_ep45_2025-11-23-03-48-37/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep45_2025-11-23-03-48-37/pose.json,ModularVictorianCity/ModularVictorianCity_ep45_2025-11-23-03-48-37/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep46_2025-11-23-04-01-02/rgb.mp4,"A picturesque urban street lined with historic stone buildings, illuminated by warm streetlights, featuring a bus stop with a wooden bench and autumn leaves scattered on the cobblestone pavement. The backdrop includes distant mountains and a calm waterfront, creating a tranquil cityscape.",ModularVictorianCity/ModularVictorianCity_ep46_2025-11-23-04-01-02/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep46_2025-11-23-04-01-02/pose.json,ModularVictorianCity/ModularVictorianCity_ep46_2025-11-23-04-01-02/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep47_2025-11-23-04-14-25/rgb.mp4,"A quiet urban street at dusk, lined with tall buildings featuring illuminated windows and storefronts with colorful awnings. The cobblestone pavement is empty, with a few trees and streetlights adding to the serene atmosphere as the sky transitions from orange to deep purple.",ModularVictorianCity/ModularVictorianCity_ep47_2025-11-23-04-14-25/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep47_2025-11-23-04-14-25/pose.json,ModularVictorianCity/ModularVictorianCity_ep47_2025-11-23-04-14-25/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep48_2025-11-23-04-26-27/rgb.mp4,"A quiet urban street at night, illuminated by streetlights and colorful neon signs from nearby shops, with a cobblestone sidewalk and a bench under a shelter, creating a calm and atmospheric cityscape.",ModularVictorianCity/ModularVictorianCity_ep48_2025-11-23-04-26-27/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep48_2025-11-23-04-26-27/pose.json,ModularVictorianCity/ModularVictorianCity_ep48_2025-11-23-04-26-27/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep49_2025-11-23-04-37-48/rgb.mp4,"A picturesque urban street lined with historic buildings, illuminated by warm streetlights at dusk, transitioning into a serene daytime view with falling autumn leaves and distant mountains.",ModularVictorianCity/ModularVictorianCity_ep49_2025-11-23-04-37-48/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep49_2025-11-23-04-37-48/pose.json,ModularVictorianCity/ModularVictorianCity_ep49_2025-11-23-04-37-48/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep4_2025-11-22-19-17-10/rgb.mp4,"A picturesque urban street lined with cobblestone paths, palm trees, and historic buildings, transitioning from daylight to dusk with falling leaves creating a serene autumnal atmosphere.",ModularVictorianCity/ModularVictorianCity_ep4_2025-11-22-19-17-10/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep4_2025-11-22-19-17-10/pose.json,ModularVictorianCity/ModularVictorianCity_ep4_2025-11-22-19-17-10/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep5_2025-11-22-19-30-30/rgb.mp4,"A tranquil urban evening scene with illuminated streets, glowing storefronts, and a calm river reflecting the city lights, set against a backdrop of distant mountains under a starry sky.",ModularVictorianCity/ModularVictorianCity_ep5_2025-11-22-19-30-30/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep5_2025-11-22-19-30-30/pose.json,ModularVictorianCity/ModularVictorianCity_ep5_2025-11-22-19-30-30/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep6_2025-11-22-19-42-02/rgb.mp4,"A quiet urban street at dusk, lined with tall buildings and illuminated by streetlights, featuring a cobblestone sidewalk and a few trees, with a mountainous backdrop and falling leaves creating a serene, almost cinematic atmosphere.",ModularVictorianCity/ModularVictorianCity_ep6_2025-11-22-19-42-02/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep6_2025-11-22-19-42-02/pose.json,ModularVictorianCity/ModularVictorianCity_ep6_2025-11-22-19-42-02/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep7_2025-11-22-19-54-15/rgb.mp4,"A picturesque urban street lined with historic buildings, illuminated by warm streetlights, featuring cobblestone sidewalks and autumn leaves scattered across the ground, with a backdrop of distant mountains and palm trees.",ModularVictorianCity/ModularVictorianCity_ep7_2025-11-22-19-54-15/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep7_2025-11-22-19-54-15/pose.json,ModularVictorianCity/ModularVictorianCity_ep7_2025-11-22-19-54-15/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep8_2025-11-22-20-07-57/rgb.mp4,"A quiet urban street at dusk, lined with cobblestone paths, illuminated by streetlights, and featuring historic-style buildings with glowing storefronts. The sky transitions from a warm orange to deep purple as the sun sets, casting long shadows and creating a tranquil evening ambiance.",ModularVictorianCity/ModularVictorianCity_ep8_2025-11-22-20-07-57/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep8_2025-11-22-20-07-57/pose.json,ModularVictorianCity/ModularVictorianCity_ep8_2025-11-22-20-07-57/depth.mp4,480,832
ModularVictorianCity/ModularVictorianCity_ep9_2025-11-22-20-20-30/rgb.mp4,"A quiet urban street at night, illuminated by streetlights and colorful neon signs, with a bench under a shelter and autumn leaves gently falling, creating a serene and picturesque cityscape.",ModularVictorianCity/ModularVictorianCity_ep9_2025-11-22-20-20-30/rgb.mp4,ModularVictorianCity/ModularVictorianCity_ep9_2025-11-22-20-20-30/pose.json,ModularVictorianCity/ModularVictorianCity_ep9_2025-11-22-20-20-30/depth.mp4,480,832
Museum/Museum_ep10_2025-11-25-17-23-16/rgb.mp4,"A grand gallery with classical architecture, featuring tall columns, a high arched ceiling with intricate designs, and walls adorned with various paintings. The space is dimly lit, creating a dramatic ambiance, with a central sculpture and benches for visitors. The camera pans around the room, highlighting the detailed artwork and the elegant interior design.",Museum/Museum_ep10_2025-11-25-17-23-16/rgb.mp4,Museum/Museum_ep10_2025-11-25-17-23-16/pose.json,Museum/Museum_ep10_2025-11-25-17-23-16/depth.mp4,480,832
Museum/Museum_ep11_2025-11-25-17-27-51/rgb.mp4,"A grand gallery with tall columns and a high arched ceiling, adorned with numerous paintings of various subjects, including portraits and landscapes, displayed on both sides of the hallway. The space is illuminated by natural light filtering through large windows at the far end, creating a serene and majestic atmosphere.",Museum/Museum_ep11_2025-11-25-17-27-51/rgb.mp4,Museum/Museum_ep11_2025-11-25-17-27-51/pose.json,Museum/Museum_ep11_2025-11-25-17-27-51/depth.mp4,480,832
Museum/Museum_ep13_2025-11-25-17-34-38/rgb.mp4,"A grand art gallery with classical architecture, featuring tall columns, a high arched ceiling with a skylight, and walls adorned with various paintings. The gallery is dimly lit, creating a serene and contemplative atmosphere, with red ropes marking off viewing areas and benches for visitors.",Museum/Museum_ep13_2025-11-25-17-34-38/rgb.mp4,Museum/Museum_ep13_2025-11-25-17-34-38/pose.json,Museum/Museum_ep13_2025-11-25-17-34-38/depth.mp4,480,832
Museum/Museum_ep14_2025-11-25-17-38-06/rgb.mp4,"A dimly lit art gallery with green walls adorned with various paintings, including portraits and landscapes, displayed behind glass barriers. The gallery is spacious with wooden floors and classical columns, creating an elegant and serene atmosphere. Benches are placed along the walls for visitors to rest and admire the artwork.",Museum/Museum_ep14_2025-11-25-17-38-06/rgb.mp4,Museum/Museum_ep14_2025-11-25-17-38-06/pose.json,Museum/Museum_ep14_2025-11-25-17-38-06/depth.mp4,480,832
Museum/Museum_ep15_2025-11-25-17-41-40/rgb.mp4,"A grand gallery with dark green walls adorned with various paintings, each framed in ornate gold, displayed behind red ropes. The room is dimly lit by overhead lights, creating a serene and contemplative atmosphere as the camera pans slowly through the space, highlighting the detailed artwork and the elegant columns lining the hall.",Museum/Museum_ep15_2025-11-25-17-41-40/rgb.mp4,Museum/Museum_ep15_2025-11-25-17-41-40/pose.json,Museum/Museum_ep15_2025-11-25-17-41-40/depth.mp4,480,832
Museum/Museum_ep16_2025-11-25-17-45-12/rgb.mp4,"A grand art gallery with classical architecture, featuring tall columns, a high arched ceiling with stained glass, and walls adorned with various paintings. The gallery is dimly lit, creating a serene and contemplative atmosphere as visitors explore the artwork displayed along the walls.",Museum/Museum_ep16_2025-11-25-17-45-12/rgb.mp4,Museum/Museum_ep16_2025-11-25-17-45-12/pose.json,Museum/Museum_ep16_2025-11-25-17-45-12/depth.mp4,480,832
Museum/Museum_ep19_2025-11-25-17-56-50/rgb.mp4,"A grand art gallery with classical architecture, featuring tall columns, a high arched ceiling with a skylight, and walls adorned with various paintings and sculptures. The gallery is dimly lit, creating a serene and contemplative atmosphere as visitors explore the exhibits.",Museum/Museum_ep19_2025-11-25-17-56-50/rgb.mp4,Museum/Museum_ep19_2025-11-25-17-56-50/pose.json,Museum/Museum_ep19_2025-11-25-17-56-50/depth.mp4,480,832
Museum/Museum_ep23_2025-11-25-18-15-06/rgb.mp4,"A grand gallery with classical architecture, featuring ornate columns and a high arched ceiling with a stained glass window. The walls are adorned with various paintings, including portraits and landscapes, each accompanied by informational plaques. Visitors are guided through the space by red ropes, and the ambiance is enhanced by natural light filtering through the windows.",Museum/Museum_ep23_2025-11-25-18-15-06/rgb.mp4,Museum/Museum_ep23_2025-11-25-18-15-06/pose.json,Museum/Museum_ep23_2025-11-25-18-15-06/depth.mp4,480,832
Museum/Museum_ep26_2025-11-25-18-26-41/rgb.mp4,"A grand gallery with teal walls adorned with ornate paintings, each framed in gold, displayed behind glass barriers. The room is illuminated by soft overhead lights, creating a serene and contemplative atmosphere as visitors explore the art.",Museum/Museum_ep26_2025-11-25-18-26-41/rgb.mp4,Museum/Museum_ep26_2025-11-25-18-26-41/pose.json,Museum/Museum_ep26_2025-11-25-18-26-41/depth.mp4,480,832
Museum/Museum_ep27_2025-11-25-18-30-12/rgb.mp4,"A grand gallery with classical architecture, featuring ornate columns and a high arched ceiling with a glass dome. The walls are adorned with various paintings, including portraits and landscapes, displayed behind red ropes. Benches line the sides for visitors to sit and admire the art. The space is dimly lit, creating a contemplative atmosphere.",Museum/Museum_ep27_2025-11-25-18-30-12/rgb.mp4,Museum/Museum_ep27_2025-11-25-18-30-12/pose.json,Museum/Museum_ep27_2025-11-25-18-30-12/depth.mp4,480,832
Museum/Museum_ep29_2025-11-25-18-37-04/rgb.mp4,"A grand art gallery with classical architecture, featuring tall columns, a high arched ceiling with a skylight, and walls adorned with various paintings. The gallery is dimly lit, creating a serene and contemplative atmosphere as visitors explore the artwork displayed along the walls.",Museum/Museum_ep29_2025-11-25-18-37-04/rgb.mp4,Museum/Museum_ep29_2025-11-25-18-37-04/pose.json,Museum/Museum_ep29_2025-11-25-18-37-04/depth.mp4,480,832
Museum/Museum_ep2_2025-11-25-16-46-53/rgb.mp4,"A grand gallery with classical architecture, featuring tall columns, ornate paintings, and a glass dome ceiling that allows natural light to filter through. The walls are adorned with various portraits and landscapes, creating an elegant and historical ambiance.",Museum/Museum_ep2_2025-11-25-16-46-53/rgb.mp4,Museum/Museum_ep2_2025-11-25-16-46-53/pose.json,Museum/Museum_ep2_2025-11-25-16-46-53/depth.mp4,480,832
Museum/Museum_ep34_2025-11-25-18-58-59/rgb.mp4,"A grand gallery with dark green walls adorned with various framed paintings, including portraits and landscapes, displayed behind glass barriers. The room is illuminated by soft overhead lighting, creating a serene and contemplative atmosphere. Benches are placed along the walls for visitors to sit and admire the art.",Museum/Museum_ep34_2025-11-25-18-58-59/rgb.mp4,Museum/Museum_ep34_2025-11-25-18-58-59/pose.json,Museum/Museum_ep34_2025-11-25-18-58-59/depth.mp4,480,832
Museum/Museum_ep35_2025-11-25-19-02-29/rgb.mp4,"A grand gallery with classical architecture, featuring tall columns, arched ceilings, and large paintings displayed along the walls. The space is bathed in natural light streaming through high windows, creating a serene and majestic atmosphere. Visitors are guided by red ropes, and benches are placed for rest. The central focus is a striking pyramid sculpture surrounded by art.",Museum/Museum_ep35_2025-11-25-19-02-29/rgb.mp4,Museum/Museum_ep35_2025-11-25-19-02-29/pose.json,Museum/Museum_ep35_2025-11-25-19-02-29/depth.mp4,480,832
Museum/Museum_ep36_2025-11-25-19-05-58/rgb.mp4,"A grand gallery with dark green walls adorned with ornate gold-framed paintings, separated by elegant white columns. Red ropes and informational plaques line the walls, guiding visitors through the space. A staircase with a flag at its base leads upwards, adding to the majestic ambiance of the room.",Museum/Museum_ep36_2025-11-25-19-05-58/rgb.mp4,Museum/Museum_ep36_2025-11-25-19-05-58/pose.json,Museum/Museum_ep36_2025-11-25-19-05-58/depth.mp4,480,832
